,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_z,fare_z
228,0,2,male,18.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,-0.8982368160241588,-0.38447464817852084
229,0,3,female,29.64209269662921,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,-5.482138488753303e-16,-0.13348181192486414
230,1,1,female,35.0,1,0,83.475,S,First,woman,False,C,Southampton,yes,False,0.413385266905304,1.0344028522808193
231,0,3,male,29.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,-0.04954017412862403,-0.48966989386706367
232,0,2,male,59.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,2.2650870310410163,-0.374408117490622
233,1,3,female,5.0,4,2,31.3875,S,Third,child,False,,Southampton,yes,False,-1.9012419382643362,-0.014277982131041355
234,0,2,male,24.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,-0.43531137499023076,-0.434807301618015
235,0,3,female,29.64209269662921,0,0,7.55,S,Third,woman,False,,Southampton,no,True,-5.482138488753303e-16,-0.4941998326766181
236,0,2,male,44.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,1.1077734284561962,-0.12274485029315124
237,1,2,female,8.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,-1.6697792177473723,-0.11771158494920184
238,0,2,male,19.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,-0.8210825758518374,-0.434807301618015
239,0,2,male,33.0,0,0,12.275,S,Second,man,True,,Southampton,no,True,0.25907678656066135,-0.3990711176759742
240,0,3,female,29.64209269662921,1,0,14.4542,C,Third,woman,False,,Cherbourg,no,False,-5.482138488753303e-16,-0.3551971503258359
241,1,3,female,29.64209269662921,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,-5.482138488753303e-16,-0.33414199473902667
242,0,2,male,29.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,-0.04954017412862403,-0.434807301618015
243,0,3,male,22.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,-0.5896198553348734,-0.5027563837613321
244,0,3,male,30.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0.027614066043697313,-0.5007430776237524
245,0,1,male,44.0,2,0,90.0,Q,First,man,True,C,Queenstown,no,False,1.1077734284561962,1.1657710777578991
246,0,3,female,25.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,-0.3581571348179094,-0.48966989386706367
247,1,2,female,24.0,0,2,14.5,S,Second,woman,False,,Southampton,yes,False,-0.43531137499023076,-0.35427505611482435
248,1,1,male,37.0,1,1,52.5542,S,First,man,True,D,Southampton,yes,False,0.5676937472499467,0.41187248809205507
249,0,2,male,54.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,1.8793158301794095,-0.12274485029315124
250,0,3,male,29.64209269662921,0,0,7.25,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.5002397510893574
251,0,3,female,29.0,1,1,10.4625,S,Third,woman,False,G,Southampton,no,False,-0.04954017412862403,-0.43556229141960745
252,0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,2.4965497515579798,-0.11167166653646252
253,0,3,male,30.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,0.027614066043697313,-0.3220621579135481
254,0,3,female,41.0,0,2,20.2125,S,Third,woman,False,,Southampton,no,False,0.876310707939232,-0.23926494300558024
255,1,3,female,29.0,0,2,15.2458,C,Third,woman,False,,Cherbourg,yes,False,-0.04954017412862403,-0.33925981894075447
256,1,1,female,29.64209269662921,0,0,79.2,C,First,woman,False,,Cherbourg,yes,True,-5.482138488753303e-16,0.9483340148992845
257,1,1,female,30.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,0.027614066043697313,1.0953053629426073
258,1,1,female,35.0,0,0,512.3292,C,First,woman,False,,Cherbourg,yes,True,0.413385266905304,9.668550782149426
259,1,2,female,50.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,1.570698869490124,-0.12274485029315124
260,0,3,male,29.64209269662921,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,-5.482138488753303e-16,-0.49017322040145855
261,1,3,male,3.0,4,2,31.3875,S,Third,child,False,,Southampton,yes,False,-2.055550418608979,-0.014277982131041355
262,0,1,male,52.0,1,1,79.65,S,First,man,True,E,Southampton,no,False,1.725007349834767,0.9573938925183935
263,0,1,male,40.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,0.7991564677669107,-0.6462044460638905
264,0,3,female,29.64209269662921,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,-5.482138488753303e-16,-0.49017322040145855
265,0,2,male,36.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0.49053950707762534,-0.434807301618015
266,0,3,male,16.0,4,1,39.6875,S,Third,man,True,,Southampton,no,False,-1.0525452963688016,0.15282642728807924
267,1,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,yes,False,-0.3581571348179094,-0.48966989386706367
268,1,1,female,58.0,0,1,153.4625,S,First,woman,False,C,Southampton,yes,False,2.187932790868695,2.443465485319458
269,1,1,female,35.0,0,0,135.6333,S,First,woman,False,C,Southampton,yes,True,0.413385266905304,2.084509107438086
270,0,1,male,29.64209269662921,0,0,31.0,S,First,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.022079543414162937
271,1,3,male,25.0,0,0,0.0,S,Third,man,True,,Southampton,yes,True,-0.3581571348179094,-0.6462044460638905
272,1,2,female,41.0,0,1,19.5,S,Second,woman,False,,Southampton,yes,False,0.876310707939232,-0.25360974923583607
273,0,1,male,37.0,0,1,29.7,C,First,man,True,C,Cherbourg,no,False,0.5676937472499467,-0.04825252320269991
274,1,3,female,29.64209269662921,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,-5.482138488753303e-16,-0.49017322040145855
275,1,1,female,63.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,2.5737039917303015,0.9233347925889563
276,0,3,female,45.0,0,0,7.75,S,Third,woman,False,,Southampton,no,True,1.1849276686285175,-0.49017322040145855
277,0,2,male,29.64209269662921,0,0,0.0,S,Second,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.6462044460638905
278,0,3,male,7.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,-1.7469334579196936,-0.05982903349378355
279,1,3,female,35.0,1,1,20.25,S,Third,woman,False,,Southampton,yes,False,0.413385266905304,-0.2385099532039878
280,0,3,male,65.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,2.728012472074944,-0.49017322040145855
281,0,3,male,28.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,-0.12669441430094538,-0.4880753554061005
282,0,3,male,16.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,-1.0525452963688016,-0.4549403629938127
283,1,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,-0.8210825758518374,-0.4841333019887193
284,0,1,male,29.64209269662921,0,0,26.0,S,First,man,True,A,Southampton,no,True,-5.482138488753303e-16,-0.12274485029315124
285,0,3,male,33.0,0,0,8.6625,C,Third,man,True,,Cherbourg,no,True,0.25907678656066135,-0.4718018018960432
286,1,3,male,30.0,0,0,9.5,S,Third,man,True,,Southampton,yes,True,0.027614066043697313,-0.4549403629938127
287,0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-0.5896198553348734,-0.48723782005286725
288,1,2,male,42.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,0.9534649481115534,-0.38447464817852084
289,1,3,female,22.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,-0.5896198553348734,-0.49017322040145855
290,1,1,female,26.0,0,0,78.85,S,First,woman,False,,Southampton,yes,True,-0.28100289464558803,0.941287443417755
291,1,1,female,19.0,1,0,91.0792,C,First,woman,False,B,Cherbourg,yes,False,-0.8210825758518374,1.1874986775946599
292,0,2,male,36.0,0,0,12.875,C,Second,man,True,D,Cherbourg,no,True,0.49053950707762534,-0.38699128085049556
293,0,3,female,24.0,0,0,8.85,S,Third,woman,False,,Southampton,no,True,-0.43531137499023076,-0.4680268528880811
294,0,3,male,24.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-0.43531137499023076,-0.48723782005286725
295,0,1,male,29.64209269662921,0,0,27.7208,C,First,man,True,,Cherbourg,no,True,-5.482138488753303e-16,-0.08809987827767862
296,0,3,male,23.5,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,-0.4738884950763914,-0.500658518765974
297,0,1,female,2.0,1,2,151.55,S,First,child,False,C,Southampton,no,False,-2.1327046587813,2.404961005438245
298,1,1,male,29.64209269662921,0,0,30.5,S,First,man,True,C,Southampton,yes,True,-5.482138488753303e-16,-0.032146074102061765
299,1,1,female,50.0,0,1,247.5208,C,First,woman,False,B,Cherbourg,yes,False,1.570698869490124,4.337147012122648
300,1,3,female,29.64209269662921,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,-5.482138488753303e-16,-0.49017322040145855
301,1,3,male,29.64209269662921,2,0,23.25,Q,Third,man,True,,Queenstown,yes,False,-5.482138488753303e-16,-0.17811076907659482
302,0,3,male,19.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,-0.8210825758518374,-0.6462044460638905
303,1,2,female,29.64209269662921,0,0,12.35,Q,Second,woman,False,E,Queenstown,yes,True,-5.482138488753303e-16,-0.3975611380727893
304,0,3,male,29.64209269662921,0,0,8.05,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.4841333019887193
305,1,1,male,0.92,1,2,151.55,S,First,child,False,C,Southampton,yes,False,-2.216031238167407,2.404961005438245
306,1,1,female,29.64209269662921,0,0,110.8833,C,First,woman,False,,Cherbourg,yes,True,-5.482138488753303e-16,1.5862158383870948
307,1,1,female,17.0,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False,-0.9753910561964801,1.546285937760475
308,0,2,male,30.0,1,0,24.0,C,Second,man,True,,Cherbourg,no,False,0.027614066043697313,-0.16301097304474657
309,1,1,female,30.0,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,0.027614066043697313,0.4999546316111698
310,1,1,female,24.0,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,-0.43531137499023076,1.0280267117431041
311,1,1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,-0.8982368160241588,4.636207532411021
312,0,2,female,26.0,1,1,26.0,S,Second,woman,False,,Southampton,no,False,-0.28100289464558803,-0.12274485029315124
313,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-0.12669441430094538,-0.48723782005286725
314,0,2,male,43.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,1.0306191882838747,-0.11771158494920184
315,1,3,female,26.0,0,0,7.8542,S,Third,woman,False,,Southampton,yes,True,-0.28100289464558803,-0.4880753554061005
316,1,2,female,24.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,-0.43531137499023076,-0.12274485029315124
317,0,2,male,54.0,0,0,14.0,S,Second,man,True,,Southampton,no,True,1.8793158301794095,-0.36434158680272316
318,1,1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,0.10476830621601865,2.67306694386133
319,1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,0.7991564677669107,2.061692308980895
320,0,3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,-0.5896198553348734,-0.5002397510893574
321,0,3,male,27.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-0.20384865447326672,-0.48723782005286725
322,1,2,female,30.0,0,0,12.35,Q,Second,woman,False,,Queenstown,yes,True,0.027614066043697313,-0.3975611380727893
323,1,2,female,22.0,1,1,29.0,S,Second,woman,False,,Southampton,yes,False,-0.5896198553348734,-0.06234566616575826
324,0,3,male,29.64209269662921,8,2,69.55,S,Third,man,True,,Southampton,no,False,-5.482138488753303e-16,0.7540499726228369
325,1,1,female,36.0,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,0.49053950707762534,2.084509107438086
326,0,3,male,61.0,0,0,6.2375,S,Third,man,True,,Southampton,no,True,2.419395511385659,-0.5206244757323525
327,1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,0.49053950707762534,-0.38447464817852084
328,1,3,female,31.0,1,1,20.525,S,Third,woman,False,,Southampton,yes,False,0.10476830621601865,-0.23297336132564347
329,1,1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,-1.0525452963688016,0.5210943460557573
330,1,3,female,29.64209269662921,2,0,23.25,Q,Third,woman,False,,Queenstown,yes,False,-5.482138488753303e-16,-0.17811076907659482
331,0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True,1.2235047887146782,-0.07241219685365709
332,0,1,male,38.0,0,1,153.4625,S,First,man,True,C,Southampton,no,False,0.644847987422268,2.443465485319458
333,0,3,male,16.0,2,0,18.0,S,Third,man,True,,Southampton,no,False,-1.0525452963688016,-0.28380934129953256
334,1,1,female,29.64209269662921,1,0,133.65,S,First,woman,False,,Southampton,yes,False,-5.482138488753303e-16,2.044579206811467
335,0,3,male,29.64209269662921,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.48723782005286725
336,0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,-0.04954017412862403,0.6946574415642337
337,1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,0.876310707939232,2.061692308980895
338,1,3,male,45.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,1.1849276686285175,-0.4841333019887193
339,0,1,male,45.0,0,0,35.5,S,First,man,True,,Southampton,no,True,1.1849276686285175,0.06851923277692655
340,1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,-2.1327046587813,-0.12274485029315124
341,1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,-0.43531137499023076,4.648790695770894
342,0,2,male,28.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,-0.12669441430094538,-0.38447464817852084
343,0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,-0.3581571348179094,-0.38447464817852084
344,0,2,male,36.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0.49053950707762534,-0.38447464817852084
345,1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,-0.43531137499023076,-0.38447464817852084
346,1,2,female,40.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,0.7991564677669107,-0.38447464817852084
347,1,3,female,29.64209269662921,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,-5.482138488753303e-16,-0.3220621579135481
348,1,3,male,3.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,-2.055550418608979,-0.32608877018870763
349,0,3,male,42.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,0.9534649481115534,-0.4718018018960432
350,0,3,male,23.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,-0.5124656151625521,-0.460476954872157
351,0,1,male,29.64209269662921,0,0,35.0,S,First,man,True,C,Southampton,no,True,-5.482138488753303e-16,0.05845270208902771
352,0,3,male,15.0,1,1,7.2292,C,Third,child,False,,Cherbourg,no,False,-1.1296995365411229,-0.500658518765974
353,0,3,male,25.0,1,0,17.8,S,Third,man,True,,Southampton,no,False,-0.3581571348179094,-0.28783595357469205
354,0,3,male,29.64209269662921,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,-5.482138488753303e-16,-0.5007430776237524
355,0,3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,-0.12669441430094538,-0.4549403629938127
356,1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,-0.5896198553348734,0.46111392960498093
357,0,2,female,38.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True,0.644847987422268,-0.38447464817852084
358,1,3,female,29.64209269662921,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,-5.482138488753303e-16,-0.4875720288717055
359,1,3,female,29.64209269662921,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,-5.482138488753303e-16,-0.4875720288717055
360,0,3,male,40.0,1,4,27.9,S,Third,man,True,,Southampton,no,False,0.7991564677669107,-0.08449203367913571
361,0,2,male,29.0,1,0,27.7208,C,Second,man,True,,Cherbourg,no,False,-0.04954017412862403,-0.08809987827767862
362,0,3,female,45.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,1.1849276686285175,-0.3551971503258359
363,0,3,male,35.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,0.413385266905304,-0.5042663633645169
364,0,3,male,29.64209269662921,1,0,15.5,Q,Third,man,True,,Queenstown,no,False,-5.482138488753303e-16,-0.33414199473902667
365,0,3,male,30.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,0.027614066043697313,-0.5002397510893574
366,1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,2.3422412712133376,0.8688084224648837
367,1,3,female,29.64209269662921,0,0,7.2292,C,Third,woman,False,,Cherbourg,yes,True,-5.482138488753303e-16,-0.500658518765974
368,1,3,female,29.64209269662921,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,-5.482138488753303e-16,-0.49017322040145855
369,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,-0.43531137499023076,0.7490167072788875
370,1,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,-0.3581571348179094,0.4700067028146707
371,0,3,male,18.0,1,0,6.4958,S,Third,man,True,,Southampton,no,False,-0.8982368160241588,-0.515424105978984
372,0,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,-0.8210825758518374,-0.4841333019887193
373,0,1,male,22.0,0,0,135.6333,C,First,man,True,,Cherbourg,no,True,-0.5896198553348734,2.084509107438086
374,0,3,female,3.0,3,1,21.075,S,Third,child,False,,Southampton,no,False,-2.055550418608979,-0.22190017756895475
375,1,1,female,29.64209269662921,1,0,82.1708,C,First,woman,False,,Cherbourg,yes,False,-5.482138488753303e-16,1.008145313634504
376,1,3,female,22.0,0,0,7.25,S,Third,woman,False,,Southampton,yes,True,-0.5896198553348734,-0.5002397510893574
377,0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,-0.20384865447326672,3.6119380349173147
378,0,3,male,20.0,0,0,4.0125,C,Third,man,True,,Cherbourg,no,True,-0.7439283356795161,-0.5654205372935024
379,0,3,male,19.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,-0.8210825758518374,-0.48966989386706367
380,1,1,female,42.0,0,0,227.525,C,First,woman,False,,Cherbourg,yes,True,0.9534649481115534,3.9345703434644728
381,1,3,female,1.0,0,2,15.7417,C,Third,child,False,,Cherbourg,yes,False,-2.2098588989536214,-0.3292758338044964
382,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,0.18192254638834,-0.48664993466069395
383,1,1,female,35.0,1,0,52.0,S,First,woman,False,,Southampton,yes,False,0.413385266905304,0.40071474547758795
384,0,3,male,29.64209269662921,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.48723782005286725
385,0,2,male,18.0,0,0,73.5,S,Second,man,True,,Southampton,no,True,-0.8982368160241588,0.8335755650572377
386,0,3,male,1.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,-2.2098588989536214,0.29803613246101984
387,1,2,female,36.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,0.49053950707762534,-0.38447464817852084
388,0,3,male,29.64209269662921,0,0,7.7292,Q,Third,man,True,,Queenstown,no,True,-5.482138488753303e-16,-0.4905919880780752
389,1,2,female,17.0,0,0,12.0,C,Second,woman,False,,Cherbourg,yes,True,-0.9753910561964801,-0.4046077095543185
390,1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,0.49053950707762534,1.769762919031829
391,1,3,male,21.0,0,0,7.7958,S,Third,man,True,,Southampton,yes,True,-0.6667740955071948,-0.489251126190447
392,0,3,male,28.0,2,0,7.925,S,Third,man,True,,Southampton,no,False,-0.12669441430094538,-0.48664993466069395
393,1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,-0.5124656151625521,1.6343680812795898
394,1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,-0.43531137499023076,-0.3099823210880695
395,0,3,male,22.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,-0.5896198553348734,-0.489251126190447
396,0,3,female,31.0,0,0,7.8542,S,Third,woman,False,,Southampton,no,True,0.10476830621601865,-0.4880753554061005
397,0,2,male,46.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,1.2620819088008388,-0.12274485029315124
398,0,2,male,23.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,-0.5124656151625521,-0.434807301618015
399,1,2,female,28.0,0,0,12.65,S,Second,woman,False,,Southampton,yes,True,-0.12669441430094538,-0.39152121966005005
400,1,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,0.7220022275945894,-0.48664993466069395
401,0,3,male,26.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,-0.28100289464558803,-0.4841333019887193
402,0,3,female,21.0,1,0,9.825,S,Third,woman,False,,Southampton,no,False,-0.6667740955071948,-0.4483971180466784
403,0,3,male,28.0,1,0,15.85,S,Third,man,True,,Southampton,no,False,-0.12669441430094538,-0.32709542325749746
404,0,3,female,20.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,-0.7439283356795161,-0.4718018018960432
405,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,0.33623102673298266,-0.22341015717213955
406,0,3,male,51.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,1.6478531096624456,-0.49017322040145855
407,1,2,male,3.0,1,1,18.75,S,Second,child,False,,Southampton,yes,False,-2.055550418608979,-0.2687095452676843
408,0,3,male,21.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,-0.6667740955071948,-0.48966989386706367
409,0,3,female,29.64209269662921,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,-5.482138488753303e-16,-0.13348181192486414
410,0,3,male,29.64209269662921,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.48723782005286725
411,0,3,male,29.64209269662921,0,0,6.8583,Q,Third,man,True,,Queenstown,no,True,-5.482138488753303e-16,-0.5081258712302573
412,1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,0.25907678656066135,1.1657710777578991
413,0,2,male,29.64209269662921,0,0,0.0,S,Second,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.6462044460638905
414,1,3,male,44.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,1.1077734284561962,-0.48664993466069395
415,0,3,female,29.64209269662921,0,0,8.05,S,Third,woman,False,,Southampton,no,True,-5.482138488753303e-16,-0.4841333019887193
416,1,2,female,34.0,1,1,32.5,S,Second,woman,False,,Southampton,yes,False,0.33623102673298266,0.008120048649533558
417,1,2,female,18.0,0,2,13.0,S,Second,woman,False,,Southampton,yes,False,-0.8982368160241588,-0.38447464817852084
418,0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0.027614066043697313,-0.38447464817852084
419,0,3,female,10.0,0,2,24.15,S,Third,child,False,,Southampton,no,False,-1.5154707374027294,-0.15999101383837694
420,0,3,male,29.64209269662921,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,-5.482138488753303e-16,-0.48723782005286725
421,0,3,male,21.0,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,-0.6667740955071948,-0.4905094425264344
422,0,3,male,29.0,0,0,7.875,S,Third,man,True,,Southampton,no,True,-0.04954017412862403,-0.4876565877294839
423,0,3,female,28.0,1,1,14.4,S,Third,woman,False,,Southampton,no,False,-0.12669441430094538,-0.3562883622524042
424,0,3,male,18.0,1,1,20.2125,S,Third,man,True,,Southampton,no,False,-0.8982368160241588,-0.23926494300558024
425,0,3,male,29.64209269662921,0,0,7.25,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.5002397510893574
426,1,2,female,28.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,-0.12669441430094538,-0.12274485029315124
427,1,2,female,19.0,0,0,26.0,S,Second,woman,False,,Southampton,yes,True,-0.8210825758518374,-0.12274485029315124
428,0,3,male,29.64209269662921,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,-5.482138488753303e-16,-0.49017322040145855
429,1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,0.18192254638834,-0.4841333019887193
430,1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,-0.12669441430094538,-0.11167166653646252
431,1,3,female,29.64209269662921,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,-5.482138488753303e-16,-0.3220621579135481
432,1,2,female,42.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,0.9534649481115534,-0.12274485029315124
433,0,3,male,17.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,-0.9753910561964801,-0.5027563837613321
434,0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,1.570698869490124,0.47923368484319884
435,1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,-1.2068537767134442,1.769762919031829
436,0,3,female,21.0,2,2,34.375,S,Third,woman,False,,Southampton,no,False,-0.6667740955071948,0.045869538729154176
437,1,2,female,24.0,2,3,18.75,S,Second,woman,False,,Southampton,yes,False,-0.43531137499023076,-0.2687095452676843
438,0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,2.650858231902623,4.648790695770894
439,0,2,male,31.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0.10476830621601865,-0.434807301618015
440,1,2,female,45.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,1.1849276686285175,-0.11771158494920184
441,0,3,male,20.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,-0.7439283356795161,-0.4549403629938127
442,0,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,no,False,-0.3581571348179094,-0.48966989386706367
443,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,-0.12669441430094538,-0.38447464817852084
444,1,3,male,29.64209269662921,0,0,8.1125,S,Third,man,True,,Southampton,yes,True,-5.482138488753303e-16,-0.4828749856527319
445,1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,-1.9783961784366575,1.0018537319545673
446,1,2,female,13.0,0,1,19.5,S,Second,child,False,,Southampton,yes,False,-1.2840080168857655,-0.25360974923583607
447,1,1,male,34.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,0.33623102673298266,-0.11167166653646252
448,1,3,female,5.0,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,-1.9012419382643362,-0.25847591017036636
449,1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1.725007349834767,-0.032146074102061765
450,0,2,male,36.0,1,2,27.75,S,Second,man,True,,Southampton,no,False,0.49053950707762534,-0.08751199288550533
451,0,3,male,29.64209269662921,1,0,19.9667,S,Third,man,True,,Southampton,no,False,-5.482138488753303e-16,-0.24421364949175128
452,0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,0.027614066043697313,-0.08751199288550533
453,1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,1.4935446293178027,1.1477358813774596
454,0,3,male,29.64209269662921,0,0,8.05,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.4841333019887193
455,1,3,male,29.0,0,0,7.8958,C,Third,man,True,,Cherbourg,yes,True,-0.04954017412862403,-0.48723782005286725
